Date,1010,1020,1030,1040,1050,1060,1080,1090,1120,1140,1150,1180,2001,2002,2010,2020,2060,2170,2210,2250,2260,2290,2310,2330,2350,2380,3001,3002,3003,3004,3005,3010,3020,3030,3040,3050,3060,3080,3090,3091,4001,4002,4003,4004,4005,4006,4007,4008,4009,4011,4050,4160,4180,4190,4200,4240,4290,2030,2120,2140,2190,4080,4130,4280,2080,5110,2050,2100,2270,2280,4061,6001,6002,6004,6010,6020,6040,6050,6060,6070,6080,6090,7010,7020,7030,7040,8010,8011,8012,8020,8030,8040,8050,8060,8070,8080,8090,8100,8110,8120,8130,8140,8150,8160,8170,8180,8190,8200,8210,8220,8230,8240,8250,8260,8270,8280,8290,8300,8310,8311,8312,1201,1202,1210,1211,1212,1213,1214,2070,2150,2180,2220,2230,2300,2340,4140,1301,1302,1303,1304,1310,1320,1330,2040,2090,2110,2130,2160,2200,2240,2320,2360,2370,4230,4020,4090,4100,4150,4220,4250,4300,4310,4320,4030,4031,4040,4110,4260,1810,1820,4010,4170,4070,4210,4270
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,37,15,30,30,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,0,15,0,0,0,,0,0,0,17,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,6,1.88,7,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,18,27,30,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,14,0,25,0,0,0,,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,,0,0,0,20,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,7.5,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,33,15,32,25,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,14,0,20,0,0,0,,0,0,0,7,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,,0,0,0,20,0,0,5,0,0,0,0,0,0,15,1.88,12,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.5,0,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,5,30,12,17,10,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.5,0,5.4,0,0,3.5,0,12,0,0,0,,0,0,0,5,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2.5,0,0,0,0,,0,0,0,10,0,0,6.5,0,0,0,0,0,0,6.5,1.88,12,0,0,0,0,0,0,0,0,3.25,0,0,0,0,3.5,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,6,25,11,18.5,12.5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.5,0,0,0,0,3.5,0,11,0,0,0,,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2.5,0,0,0,0,4,0,0,0,0,,0,0,0,11,0,0,8.5,0,0,0,0,0,0,4,1.88,12,0,0,0,0,0,0,0,0,2.5,0,0,0,0,3.75,2.5,0,0,0
2001,10,0,5,16,11.25,18,10.1,30.5,28,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,8,18,11,5,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3.5,0,11,0,0,0,,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,22.5,0,0,2,0,0,0,0,,0,0,0,12,0,0,0,0,4,0,0,0,0,4.5,0,12,5,0,0,0,0,0,0,0,2.5,0,0,0,0,3,0,0,0,0
2002,22.5,0,8,27,14,17,11,23.5,28,0,0,0,0,0,3,5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,9,21,16,7.5,15,3.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,4.5,4,11,0,0,0,,0,0,0,0,0,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,12,0,0,0,0,0,0,0,,0,0,0,13,0,0,0,0,5,0,0,0,0,6,0,12,2.5,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,2.5,3,0,0
2003,16,2.5,12,16.5,17.5,17,12,21.5,28,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,30,12,0,20,10,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,5,0,0,0,2.5,0,0,5,3.5,19,0,0,0,,0,0,0,0,0,0,0,2.5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,4,0,0,4.5,0,0,0,0,,0,0,3,10,0,0,3.5,0,6,0,0,0,0,6,0,24,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0
2004,17,2.55,3,16,17.5,20,16,16.75,35,0,0,0,0,0,12,8,5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,20.5,30,17,21.5,31.5,17.5,17.5,5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,20,0,0,0,0,0,0,0,7,0,0,6,3.5,16.5,0,0,0,0,0,0,0,3,0,2.5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.5,6,0,0,0,0,2.5,0,0,0,0,,0,0,6,15,0,0,0,0,3,0,0,0,0,8,3.5,6,0,0,0,0,0,0,0,0,2.5,7,0,0,0,2.75,0,3,0,0
2005,18,3,3,16,20,20,9,10.5,50,0,0,0,0,0,23,14,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,30,27,22,26,20,20,7.5,0,0,0,0,0,0,0,0,0,0,0,3.5,0,2.5,22,0,0,0,0,0,0,0,4,0,0,8,3.5,12,0,11.5,0,0,0,0,0,5,0,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,5,0,0,0,0,,0,0,10,17,0,0,0,0,6,0,0,0,0,8,4,6,0,0,0,15,0,0,5,0,2.5,4,0,0,0,3,0,3,0,0
2006,9.6,0.6,3,8.35,6.5,6.5,6,1.7,5,0,0,0,0,0,4.5,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,30,9,23,7,15.5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,8,0,0,0,0,0,0,1.9,0.7,1.35,0,0,0,0,0,0,0,1.2,0,5,0,0,0,0,2.5,6.25,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,,0,0,10,20,0,0,0,0,0,0,0,0,0,0.8,1.7,1.2,0.5,0,0,15,0,0,0,0,3.6,0.8,0,0,0,0.8,0,0,0,0
2007,3.2,2,0,0.71,1.75,3.78,0,3.4,2.5,0,0,0,0,0,3.5,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8,2,3.6,6.9,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.7,1.25,0,1,2,0,0,0,0,1.5,0,1,0,0,0,0,1,5.25,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2,0,1,0.5,0,1,0,0,0,0,,0,0,2.5,3,0,0,0,0,1.5,1.1,0,0,1.5,0.75,1.9,1.2,0.5,0,0,3,0,0,1,0,0.7,0,0,0,0,0.55,0,0.75,2,0
2008,2.3,0.5,0,0,0.5,3.18,0,1.9,1.75,0,0,0,0,0,3.75,8,1,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,4,3,5,7,5.5,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,1.5,3.5,0,0,0,0,0,1,0,0,1.5,0.7,1,0,1.5,2.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,4.25,0.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0.5,1,0,0.75,1.5,0,0,0,0,0,,0,0,2.5,2.5,0.75,0,0,1.5,1.5,2,2,0.5,2,1,1.6,1.2,0.5,0,0,3,0,0,1,0,0.5,0,1.5,0,0,1,0,1,3,1
2009,1.3,0.5,0,0.75,1,0.83,1,1.65,3,0,0,0,0,0,1.25,12,1,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,3,3,3.5,11,4.5,4,3,0.75,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,10.2,1.5,0,0.75,1.5,0.5,0,0,0.5,0,0,1.5,0.7,1,0,0,3.5,0,2.25,0,0,0.75,0,0.5,0,0,0,0,0.5,3,0.75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,1.5,1.5,0,0.5,0,1,0,1,0,0,0,0,1,0,0,2.5,2.5,0.75,0,0.5,0,1.5,1,2.25,1.2,3.5,1,1.1,1.5,0.75,0,0,0,0,0,1.5,0,0.5,0,1.75,0,0,1.8,0,1.2,2,1.5
2010,1.3,0,0,0,1,0,1,1.65,3,0,0,0,0,0,3,13,0.75,0,0,0.5,0,0,1,1.25,0,0,0,0,0,0,0,0.25,4,3.5,5.25,4.5,3,3,1.4,0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,8.15,1.5,2,0.5,0.5,0,0,0,0.75,0,0,0.5,0.7,1.25,0,3,4,0,1,2.25,0,0,0,0.5,0,0,2,0,0,3,1.25,0,0,4,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.25,0,3,1.5,0.5,0,0.5,5.5,1.25,5,0,0,0,0,0,0.75,2.5,1.3,3,2.5,0.75,0,1,0,2.25,1.5,2.25,1,2,0.75,0.6,1.5,0.5,0,0,1,0,0,1,0,0,0,2,0,0,1.4,0,0,0.5,0
2011,1.25,0,0,0,1.7,0.68,1,1.55,2.75,0,0,0,0,0,4,12,1,0,0,0.5,0,0,0,2,0,0,0,0,0,0,0,2,4,6,5,5.25,2,3.5,1.35,0,3,2,0,0,0,0,0,0,0,0,0.5,0,0,10.1,2,2.5,0.5,0.5,0,0,0,0.75,0,0.5,0.7,0.7,1,0,3,2.25,0,1.5,3,0,0,0,0.5,0,0,2,0,0,2.25,3.25,0,0,3,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5,1,3.5,1.5,1.25,1,0,4,1.5,1,0,0.75,0,0,0,0.75,1.75,2,3.5,2,0.75,0,1.5,0,1.5,1.5,5,0,1,1.75,1.45,1.5,1,0,0,0,0,0,1,0,0.5,0,2.25,0,0,1.5,0,1.5,1,0.5
2012,1.4,0.5,0.5,1,0,0.65,1,1.65,3.25,0,0,0,0,0,5,13,1.5,0,0,1,0,0,1.75,2,0,0,0,0.5,0,0,0,3,3.5,8,6,6.5,2.5,3.5,1.4,0,1,3,2.5,0,0,0,0,0,0,0,0.5,0,0,7.5,2,2,0.5,0.5,0,0,0,0.75,0,0.5,1.5,0.7,1.45,0,3,2.25,0,2,3.25,3,1.25,0,0.5,0,0,2,0,0,2,5,0,0,3.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,1,0,1.75,0,4,2,2.25,1,0,1.5,1.75,2.75,0.5,2.25,0,0,0,0,0.75,0.5,3.5,1.2,0,0,1.25,0,1.5,2.5,4.25,0,1,1,1.05,2,1.9,0,0,0,0,0,0.5,0,0.5,0,2.5,2.5,0,1.29,0,0,1,0.5
2013,1.3,0,0.7,1,1.2,0.92,1,1.65,3.5,0,0,0,0.5,0,5,12,2,0,0,1,0.5,1,1.35,2,0,0,0,1.15,1,1.7,0,3.25,3,7,6.25,7,7,4,1.7,0,3,1.5,3.75,1.5,1.45,0,0,0,0,0,0.5,0,0.5,8.45,2,4.5,0.5,0.5,0,0,0,1,0,0.5,2.75,0.7,2,0,3,1.25,0,2,3.5,5.25,0.5,0,0.5,0,0,2,0,0,2,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1.5,0,1.75,0.5,0,2,1.25,1,0,3.5,1.5,3.25,0,1.25,0,0,0,,1.5,0.5,2.5,0.5,0,0,1,0,1.5,1.5,6.75,0,1.5,1,1.4,2.5,1,0,0,0,0,0,1,0,0.5,0,2.1,4.5,0,1.4,0,0,1,0.5
2014,1.18,0,0.8,1,0.45,1,0.95,1.5,2,0,0,0,0.6,0,5.5,10,1.5,0,0,1,0.85,3.5,1.25,2.5,0,0,0.5,0,1.25,2,0,3.5,3.75,7,6.5,6,3.5,3.5,1.8,0,3,2,4.75,1.5,1.55,0,0,0,0,0,2.25,0,0.5,6.2,2,4.25,1,0.6,0,0,0,1,0,0.5,1.8,0.7,2.25,0.5,3.5,1,0,2,3.25,6.75,0,0,0,0,0,1,0,0,3.25,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,1.75,0.5,5,1,1.25,1,0,3.75,0,2.5,0,1.25,2.5,0,0,,0,0.5,3,0.8,0,0,1,0,2,1,5.75,0,1.25,1,2.6,2.5,1.5,0,0,0,0,0,1,0,0.5,1.5,2.25,4,1.25,1.2,0,0,0,0
2015,0.7,0,0.8,1,1,1.45,1,1.15,1.25,0.5,0.5,1.45,0,0,5.5,6,1,0,0,1,0.85,2.5,1.25,3,0,0.5,1.2,1.1,1,1.5,0,5.25,3,5.5,7.5,5.5,4,2.5,0.5,0,1.75,2,1,1,1.55,1.5,1,2,0,0,0,0,0,7.61,2,1,0.8,0.7,0.5,0,0.5,1,0,0.5,1.4,0.7,2,0,3.5,1,0,2,3.1,7,0.5,0,0.5,0,0,1,0,0,4,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,1.5,2.7,1,0.5,5,0,1.75,0,1.3,1.5,1.5,0,,1,0.5,2,0.6,0,0,0,0,2,2,5.75,0,1,1,2,2.5,1,0,0,0,0,0,1,1.53,1.25,0.5,1.7,0,2.5,1.2,0,0,0,0
2016,0.7,0,0.75,0.25,1.1,0.7,1,0.9,1.75,0,0.5,1.35,0,0,5,4.5,0,0,0,0,0.5,2.5,,2.9,0,0,1,1.1,1,0.95,0,4.5,1.5,5.75,5.5,6,4.5,2.5,0.9,0,2,2,0,1.5,0.75,0,0.75,1.5,2,0,0.5,0,0,7.1,2,0,1,0.5,0,0,0.5,1,0,0.5,0.9,0.7,1.25,0,4,1.15,0,2.5,3,7,0.5,0,0.5,0,0,1,0,0,4,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0.75,1,1.25,0,0.5,2,0,0.3,0,1.65,1.15,0.5,1.5,,0,0,2,0.6,0,0,0.65,0,2,0,4.5,0,0.75,1,1.7,2.5,1.8,0,0,0,0,0.5,2.5,1.81,0.5,,1.5,0,1.9,1.15,0,0,0,0
